province;red;green;blue;x;x
4213;170;77;140;Kikuyu;
4214;90;107;10;Ewaso Ngiro;
4215;210;137;20;Dawa;
4216;30;167;50;Urgoma;
4217;150;197;70;Imatong;
4218;70;17;100;Huila;
4219;190;47;110;Cunene;
4220;110;77;130;Bie;
4221;10;107;140;Cuando;
4222;130;137;10;Caprivi;
4223;50;167;20;Otjozondjupa;
4224;170;197;50;Hardap;
4225;90;17;70;Bophuthatswana;
4226;210;47;100;Tsonga;
4227;30;77;110;Venda;
4228;150;107;130;Mahalapye;
4229;70;137;140;Chobe;
4230;190;167;10;Tshuapa;
4231;110;197;20;Mongo;
4232;10;17;50;Vakaga;
4233;130;47;70;Mbomou;
4234;50;77;100;Uele;
4235;170;107;110;Ituri;
4236;90;137;130;Salamat;
4237;210;167;140;Sligo;
4238;30;197;10;Kildare;
4239;150;17;20;Thomond;
4240;70;47;50;Ulaid;
4241;190;77;70;Donegal;
4242;110;107;100;Sutherland;
4243;10;137;110;Somerset;
4244;130;167;130;Saintonge;
4245;50;197;140;Cahors;
4246;170;17;10;Shenkursk;
4247;90;47;20;Odayev;
4248;210;77;50;Szolnok;
4249;30;107;70;Bacs;
4250;150;137;100;Torda;
4251;70;167;110;Kiralyfold;
4252;190;197;130;Besalampy;
4253;110;17;140;Antsalova;
4254;10;47;10;Tsimhety;
4255;130;77;20;Antankarana;
4256;50;107;50;Maroantsetra;
4257;170;137;70;Betsileo;
4258;90;167;100;Antemoro;
4259;210;197;110;Fiherana;
4260;30;17;130;Antaifasy;
4261;150;47;140;Limpopo;
4262;70;77;10;Jokkmokk;
4263;190;107;20;Birkaland;
4264;110;137;50;Karelia;
4265;10;167;70;Vlore;
4266;130;197;100;Durres;
4267;50;17;110;Aetolia;
4268;170;47;130;Rif;
4269;90;77;140;Mbamba;
4270;210;107;10;Cabinda;
4271;30;137;20;Nyanga;
4272;150;167;50;Cook Islands;
4273;70;197;70;Al Qadirif;
4274;190;17;100;Mazyr;
4275;110;47;110;Bezhetsk;
4276;10;77;130;Ust-Vym;
4277;130;107;140;Nanbu;
4278;3;195;254;Lake Albert;
4279;4;215;254;Lake Edward;
4280;5;235;254;Lake Kivu;
4281;6;255;254;Lake Mweru;
4282;50;137;10;Aanaar;
4283;170;167;20;Kainuu;
4284;90;197;50;Evora;
4285;210;17;70;Rostov;
4286;30;47;100;Luki;
4287;150;77;110;Ditmarschen;
4288;70;107;130;Aarhus;
4289;190;137;140;Kolding;
4290;110;167;10;Smalenene;
4291;10;197;20;Bratsberg;
4292;130;17;50;Agdesiden;
4293;50;47;70;Elfsborg;
4294;170;77;100;Dal;
4295;90;107;110;Goinge;
4296;210;137;130;Tioharad;
4297;30;167;140;Janjero;
4298;150;197;10;Abarquh;
4299;70;17;20;Syrmia;
4300;190;47;50;Branicevo;
4301;110;77;70;Iwo Jima;
4302;10;107;100;Uvea;
4303;0;194;254;Bohai Sea;
4304;1;214;254;Kanto Sea;
4305;2;234;254;Coast of Hokkaido;
4306;3;254;254;North Japan Basin;
4307;4;194;254;Molucca Sea;
4308;5;214;254;Halmahera Sea;
4309;6;234;254;Eastern Yellow Sea;
4310;130;137;110;Hyuga;
4311;50;167;130;Higo;
4312;170;197;140;Hizen;
4313;90;17;10;Iwami;
4314;210;47;20;Bizen;
4315;30;77;50;Tango;
4316;150;107;70;Iyo;
4317;70;137;100;Kii;
4318;190;167;110;Shinano;
4319;110;197;130;Sagami;
4320;10;17;140;Shimousa;
4321;130;47;10;Shimotsuke;
4322;50;77;20;Ugo;
4323;170;107;50;Oshima;
4324;90;137;70;Yongping;
4325;210;167;100;Zhending;
4326;30;197;110;Haizhou;
4327;150;17;130;Huangzhou;
4328;70;47;140;Fengxiang;
4329;190;77;10;Tongren;
4330;110;107;20;Hulan;
4331;10;137;50;Jiangzhou;
4332;130;167;70;Taining;
4333;50;197;100;Ju Ud;
4334;170;17;110;Anding;
4335;90;47;130;Nagchu;
4336;210;77;140;Balikul;
4337;30;107;10;Turpan;
4338;150;137;20;Qurqara-usu;
4339;70;167;50;Maralbexi;
4340;190;197;70;Hetao;
4341;110;17;100;Dazhou;
4342;10;47;110;Jiazhou;
4343;130;77;130;Luzhou;
4344;50;107;140;Kalar;
4345;170;137;10;Fudali;
4346;90;167;20;Ulch;
4347;210;197;50;Pijin;
4348;30;17;70;Buteha;
4349;150;47;100;Bayan Tumen;
4350;70;77;110;Khiagt;
4351;190;107;130;Dundgovi;
4352;110;137;140;Ulaangom;
4353;10;167;10;Sangju;
4354;130;197;20;Naju;
4355;50;17;50;Chungju;
4356;170;47;70;Suwon;
4357;90;77;100;Haeju;
4358;210;107;110;Ganggye;
4359;30;137;130;Trencin;
4360;150;167;140;Olomouc;
4361;70;197;10;Leignitz;
4362;190;17;20;Belgrade;
4363;110;47;50;Fejer;
4364;7;254;254;Vistula Lagoon;
4365;10;77;70;Wenden;
4366;130;107;100;Ula;
4367;50;137;110;Toropets;
4368;170;167;130;Starodub;
4369;90;197;140;Vyazma;
4370;210;17;10;Mstislav;
4371;30;47;20;Owrucz;
4372;150;77;50;Kashin;
4373;70;107;70;Zubtsov;
4374;190;137;100;Mologa;
4375;110;167;110;Mozhaisk;
4376;10;197;130;Kolomna;
4377;130;17;140;Yuriev;
4378;50;47;10;Starodub;
4379;170;77;20;Pronsk;
4380;90;107;50;Solvychegodsk;
4381;210;137;70;Mezen;
4382;30;167;100;Onega;
4383;150;197;110;Velsk;
4384;70;17;130;Vyshny Volochyok;
4385;190;47;140;Ustyuzhna;
4386;110;77;10;Totma;
4387;10;107;20;Sol Galitskaya;
4388;130;137;50;Tetyushi;
4389;50;167;70;Ar Chally;
4390;170;197;100;Izhkar;
4391;90;17;110;Bolgar;
4392;210;47;130;Aqaba;
4393;30;77;140;Al Wajh;
4394;150;107;10;Azraq;
4395;70;137;20;Suwaida;
4396;190;167;50;Karaitan;
4397;110;197;70;Sudayr;
4398;10;17;100;Yamamah;
4399;130;47;110;Taif;
4400;50;77;130;Qunfudah;
4401;170;107;140;Zabid;
4402;90;137;10;Taiz;
4403;210;167;20;Dhamar;
4404;30;197;50;Sahda;
4405;150;17;70;Shihr;
4406;70;47;100;Al Ghayda;
4407;190;77;110;Baraimi;
4408;110;107;130;Sur;
4409;10;137;140;Ibra;
4410;130;167;10;Shatt;
4411;50;197;20;Shushtar;
4412;170;17;50;Hoveyzeh;
4413;90;47;70;Qazania;
4414;210;77;100;Mardin;
4415;30;107;110;Arbil;
4416;150;137;130;Sulimaniyeh;
4417;70;167;140;Hisn Kayfa;
4418;190;197;10;Bitlis;
4419;110;17;20;Homs;
4420;10;47;50;Ayntab;
4421;130;77;70;Shamakhi;
4422;50;107;100;Mianeh;
4423;170;137;110;Kartli;
4424;90;167;130;Bayazid;
4425;210;197;140;Tao;
4426;30;17;10;Khoy;
4427;150;47;20;Shaki;
4428;70;77;50;Lakia;
4429;190;107;70;Aksaray;
4430;110;137;100;Denizli;
4431;10;167;110;Aydin;
4432;130;197;130;Divrigi;
4433;50;17;140;Karahisar;
4434;170;47;10;Eskesehir;
4435;90;77;20;Cangiri;
4436;210;107;50;Kirsehir;
4437;30;137;70;Tokat;
4438;150;167;100;Mansura;
4439;70;197;110;Bahiriya;
4440;190;17;130;Atfih;
4441;110;47;140;Isna;
4442;10;77;10;Girga;
4443;130;107;20;Farafreh;
4444;50;137;50;Ghuriyan;
4445;170;167;70;Sarakhs;
4446;90;197;100;Nishapur;
4447;210;17;110;Jask;
4448;30;47;130;Chakhansur;
4449;150;77;140;Fasa;
4450;70;107;10;Darab;
4451;190;137;20;Kazerun;
4452;110;167;50;Siraf;
4453;10;197;70;Tabas;
4454;130;17;100;Kashan;
4455;50;47;110;Tun;
4456;170;77;130;Savah;
4457;90;107;140;Soltanieh;
4458;210;137;10;Rasht;
4459;30;167;20;Astara;
4460;150;197;50;Sari;
4461;70;17;70;Malamir;
4462;190;47;100;Termez;
4463;110;77;110;Kish;
4464;10;107;130;Saidabad;
4465;130;137;140;Sisavan;
4466;50;167;10;Jaffa;
4467;0;204;254;Dahlek Archipelago;
4468;1;224;254;Qamr Bay;
4469;2;244;254;Pirate Coast;
4470;3;204;254;Johnston Atoll;
4471;4;224;254;Cuyu Archipelago;
4472;5;244;254;Philippine Trench;
4473;6;204;254;Kara Sea;
4474;170;197;20;Ifugao;
4475;90;17;50;Laguna;
4476;210;47;70;Mindoro;
4477;30;77;100;Buglas;
4478;150;107;110;Cebu;
4479;70;137;130;Leyte;
4480;190;167;140;Zamboanga;
4481;110;197;10;Caraga;
4482;10;17;20;Taytay;
4483;130;47;50;Ise;
4484;50;77;70;Mikawa;
4485;170;107;100;Baram;
4486;90;137;110;East March;
4487;210;167;130;West March;
4488;30;197;140;Argyll;
4489;150;17;10;Inner Hebrides;
4490;70;47;20;Mann;
4491;190;77;50;Montgomery;
4492;110;107;70;Hull;
4493;10;137;100;Scarborough;
4494;130;167;110;Carmathen;
4495;50;197;130;Cambridgeshire;
4496;170;17;140;Sussex;
4497;90;47;10;Coventry;
4498;210;77;20;Devon;
4499;30;107;50;Dorset;
4500;150;137;70;Chester;
4501;70;167;100;Leicester;
4502;190;197;110;Ormond;
4503;110;17;130;Kinsale;
4504;10;47;140;Middlands;
4505;130;77;10;Ommeland;
4506;50;107;20;Haag;
4507;170;137;50;Rennes;
4508;90;167;70;Cotentin;
4509;210;197;100;Vendee;
4510;30;17;110;Angouleme;
4511;150;47;130;Chartres;
4512;70;77;140;Touraine;
4513;190;107;10;Troyes;
4514;110;137;20;Vivarais;
4515;10;167;50;Auxerrois;
4516;130;197;70;;
4517;50;17;100;;
4518;170;47;110;;
4519;90;77;130;;
4520;210;107;140;;
4521;30;137;10;;
4522;150;167;20;;
4523;70;197;50;;
4524;190;;70;;
4525;110;;100;;
4526;;;110;;
4527;;;130;;
4528;;;140;;
4529;;;;;
